category,base_rating,preference,visit_duration_minutes,personalized_rating
attraction,4.6,Solo,72.0,4.775705323181355
attraction,4.6,Family,117.0,4.971618815806686
attraction,4.6,Couple,99.00000000000001,4.704645807493893
attraction,4.6,Friends,108.0,4.786972215726958
attraction,4.5,Solo,72.0,4.740182256075223
attraction,4.5,Family,117.0,4.797690391694921
attraction,4.5,Couple,99.00000000000001,4.610500583743496
attraction,4.5,Friends,108.0,4.691685942929184
attraction,4.4,Solo,72.0,4.664063637046282
attraction,4.4,Family,117.0,4.766440995404954
attraction,4.4,Couple,99.00000000000001,4.5451713645399945
attraction,4.4,Friends,108.0,4.69278395058222
attraction,4.7,Solo,72.0,4.951792293192917
attraction,4.7,Family,117.0,4.952346598186328
attraction,4.7,Couple,99.00000000000001,4.8238306744887325
attraction,4.7,Friends,108.0,4.96224482959308
attraction,4.3,Solo,72.0,4.4134800359770665
attraction,4.3,Family,117.0,4.628623775688368
attraction,4.3,Couple,99.00000000000001,4.3690351014392315
attraction,4.3,Friends,108.0,4.4772009878111065
attraction,4.2,Solo,72.0,4.482236729804524
attraction,4.2,Family,117.0,4.466042350261078
attraction,4.2,Couple,99.00000000000001,4.265721225395808
attraction,4.2,Friends,108.0,4.3161308296458705
attraction,4.1,Solo,72.0,4.217158241883433
attraction,4.1,Family,117.0,4.3205843688915335
attraction,4.1,Couple,99.00000000000001,4.223138891483502
attraction,4.1,Friends,108.0,4.251171405509604
attraction,4.5,Solo,72.0,4.746181578255692
attraction,4.5,Family,117.0,4.814397382759736
attraction,4.5,Couple,99.00000000000001,4.573980353906131
attraction,4.5,Friends,108.0,4.793467300498548
food,4.4,Solo,42.0,4.444803190020801
food,4.4,Family,72.0,4.598598194389067
food,4.4,Couple,78.0,4.6906917860310555
food,4.4,Friends,84.0,4.741740886186307
food,4.3,Solo,42.0,4.393538993678695
food,4.3,Family,72.0,4.402617388942554
food,4.3,Couple,78.0,4.512291399667654
food,4.3,Friends,84.0,4.511892727870593
food,4.2,Solo,42.0,4.370535682658587
food,4.2,Family,72.0,4.396852130159285
food,4.2,Couple,78.0,4.510871796868974
food,4.2,Friends,84.0,4.486036203673947
food,4.5,Solo,42.0,4.567293212976533
food,4.5,Family,72.0,4.717614554408724
food,4.5,Couple,78.0,4.824791884150215
food,4.5,Friends,84.0,4.7454323865539045
food,4.4,Solo,42.0,4.485009712844176
food,4.4,Family,72.0,4.54280947946103
food,4.4,Couple,78.0,4.667996637133699
food,4.4,Friends,84.0,4.725193986838477
shopping,4.3,Solo,67.5,4.451130311729402
shopping,4.3,Family,105.0,4.338597336314877
shopping,4.3,Couple,90.0,4.5615074005620375
shopping,4.3,Friends,97.5,4.455355677318358
shopping,4.2,Solo,67.5,4.274526821703084
shopping,4.2,Family,105.0,4.2685015583467285
shopping,4.2,Couple,90.0,4.371320936540608
shopping,4.2,Friends,97.5,4.401585303430261
shopping,4.4,Solo,67.5,4.5994440522317195
shopping,4.4,Family,105.0,4.444901995374295
shopping,4.4,Couple,90.0,4.508643392559643
shopping,4.4,Friends,97.5,4.5985130940942325
shopping,4.5,Solo,67.5,4.567167937591473
shopping,4.5,Family,105.0,4.52076675687871
shopping,4.5,Couple,90.0,4.615653888586851
shopping,4.5,Friends,97.5,4.737956297768423
hotel,4.8,Solo,30.0,4.774441189825298
hotel,4.8,Family,30.0,4.749931920097197
hotel,4.8,Couple,30.0,4.750925793725502
hotel,4.8,Friends,30.0,4.726356138182843
hotel,4.7,Solo,30.0,4.783598552693768
hotel,4.7,Family,30.0,4.673795276672576
hotel,4.7,Couple,30.0,4.777002815602207
hotel,4.7,Friends,30.0,4.674694392221238
attraction,4.4,Solo,72.0,4.666108609204164
attraction,4.4,Family,117.0,4.704802223402344
attraction,4.4,Couple,99.00000000000001,4.606660080440045
attraction,4.4,Friends,108.0,4.672918820176953
attraction,4.6,Solo,72.0,4.722026214941774
attraction,4.6,Family,117.0,4.969742707651402
attraction,4.6,Couple,99.00000000000001,4.663440320004797
attraction,4.6,Friends,108.0,4.892276702058368
attraction,4.2,Solo,72.0,4.466029899439484
attraction,4.2,Family,117.0,4.549637668387745
attraction,4.2,Couple,99.00000000000001,4.348818782269946
attraction,4.2,Friends,108.0,4.468463616133947
attraction,4.3,Solo,72.0,4.517091393844367
attraction,4.3,Family,117.0,4.695290767389076
attraction,4.3,Couple,99.00000000000001,4.397847481697015
attraction,4.3,Friends,108.0,4.588738428881118
attraction,4.5,Solo,72.0,4.60784490894527
attraction,4.5,Family,117.0,4.752568249473808
attraction,4.5,Couple,99.00000000000001,4.6452710430812445
attraction,4.5,Friends,108.0,4.79988139968526
attraction,4.1,Solo,72.0,4.38568539532835
attraction,4.1,Family,117.0,4.495054392883643
attraction,4.1,Couple,99.00000000000001,4.30397162848475
attraction,4.1,Friends,108.0,4.367801620647587
attraction,4.2,Solo,72.0,4.487180212457682
attraction,4.2,Family,117.0,4.449111921483097
attraction,4.2,Couple,99.00000000000001,4.366233610215473
attraction,4.2,Friends,108.0,4.3022118304032935
attraction,4.0,Solo,72.0,4.229785013395941
attraction,4.0,Family,117.0,4.358521545472027
attraction,4.0,Couple,99.00000000000001,4.135820929607511
attraction,4.0,Friends,108.0,4.257600328264659
food,4.4,Solo,42.0,4.538765869137389
food,4.4,Family,72.0,4.643180916892145
food,4.4,Couple,78.0,4.778470315196962
food,4.4,Friends,84.0,4.577629321308161
food,4.3,Solo,42.0,4.414845939360988
food,4.3,Family,72.0,4.4805234021991405
food,4.3,Couple,78.0,4.565675281567924
food,4.3,Friends,84.0,4.520432129948926
food,4.5,Solo,42.0,4.622434993185353
food,4.5,Family,72.0,4.652243177756886
food,4.5,Couple,78.0,4.846409568323002
food,4.5,Friends,84.0,4.753239222807619
food,4.4,Solo,42.0,4.48504610337237
food,4.4,Family,72.0,4.595204305703108
food,4.4,Couple,78.0,4.686936729270229
food,4.4,Friends,84.0,4.701998203766362
food,4.3,Solo,42.0,4.3778779104040915
food,4.3,Family,72.0,4.430006449417381
food,4.3,Couple,78.0,4.52980374919552
food,4.3,Friends,84.0,4.619445290310755
shopping,4.5,Solo,67.5,4.584145007667212
shopping,4.5,Family,105.0,4.5400347681451025
shopping,4.5,Couple,90.0,4.707819131548166
shopping,4.5,Friends,97.5,4.749283763689145
shopping,4.4,Solo,67.5,4.614145346115289
shopping,4.4,Family,105.0,4.532390695437194
shopping,4.4,Couple,90.0,4.588476701213131
shopping,4.4,Friends,97.5,4.724151760022569
shopping,4.3,Solo,67.5,4.357314678747486
shopping,4.3,Family,105.0,4.318543339448541
shopping,4.3,Couple,90.0,4.540572391890508
shopping,4.3,Friends,97.5,4.50888116190474
shopping,4.2,Solo,67.5,4.29677781176621
shopping,4.2,Family,105.0,4.388711289307593
shopping,4.2,Couple,90.0,4.4770987204542365
shopping,4.2,Friends,97.5,4.48148128012445
hotel,4.8,Solo,30.0,4.727083070546529
hotel,4.8,Family,30.0,4.736448611563719
hotel,4.8,Couple,30.0,4.828904102998091
hotel,4.8,Friends,30.0,4.829049664937803
hotel,4.7,Solo,30.0,4.601684800846379
hotel,4.7,Family,30.0,4.70559164604113
hotel,4.7,Couple,30.0,4.79342301611859
